PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
5732,Adult,61,64266,0,64266,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
5733,Child,12,0,148817,148817,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5734,Adult,47,36771,0,36771,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5735,Adult,63,144726,0,193929,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5736,Child,5,0,128696,128696,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5737,Adult,25,94515,0,139225,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
5738,Adult,54,103981,0,141210,1,High,Entrepreneur,Married,Individual Health Insurance,Premier,18299,669409
5739,Adult,28,124740,0,161511,1,High,Professional,Married,Accidental Coverage,Premier,15431,470322
5740,Child,4,0,128696,128696,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5741,Young Adult,20,63603,0,63603,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
5742,Adult,50,52200,0,102505,1,Medium,Technician,Married,Accidental Coverage,Lite,14445,470322
5743,Adult,50,88061,0,125290,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5744,Child,9,0,27718,27718,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5745,Adult,45,127037,0,127037,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
5746,Adult,54,63603,0,158118,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
5747,Adult,60,94877,0,211744,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
5748,Teen,19,0,139854,139854,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5749,Child,9,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5750,Adult,41,127037,0,127037,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
5751,Child,9,0,107665,107665,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5752,Adult,55,14734,0,141771,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
5753,Adult,52,94877,0,94877,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
5754,Child,6,0,108000,108000,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5755,Adult,42,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
5756,Child,8,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5757,Adult,24,63603,0,100832,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
5758,Teen,15,0,127037,127037,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5759,Adult,27,48981,0,48981,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
5760,Child,4,0,92009,92009,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5761,Adult,46,94877,0,94877,1,Medium,Technician,Single,Accidental Coverage,Lite,14445,470322
5762,Young Adult,21,64266,0,158781,1,Medium,Sales Associate,Married,Accidental Coverage,Lite,14445,470322
5763,Adult,58,103981,0,103981,1,High,Executive,Single,Parents Health Insurance,Premier,18790,573070
5764,Child,4,0,95438,95438,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5765,Adult,23,94515,0,205116,1,Medium,Technician,Married,Accidental Coverage,Lite,14445,470322
5766,Adult,45,92044,0,231898,1,Medium,Clerical,Married,Individual Health Insurance,Lite,13437,669409
5767,Adult,57,14917,0,14917,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
5768,Adult,64,55459,0,100169,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
5769,Adult,60,110601,0,110601,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
5770,Child,2,0,105712,105712,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5771,Young Adult,20,40968,0,83080,1,Low,Blue-collar,Married,Protability Insurance,Basic,6790,326569
5772,Adult,29,37229,0,37229,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
5773,Adult,59,92044,0,106778,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
5774,Child,11,0,95438,95438,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5775,Adult,42,139854,0,204120,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
5776,Adult,29,52200,0,104400,4,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
5777,Adult,60,14734,0,14734,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
5778,Child,3,0,26656,26656,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5779,Child,3,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5780,Teen,15,0,48981,48981,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5781,Adult,30,110601,0,151912,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
5782,Child,3,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5783,Adult,52,63603,0,100374,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
5784,Adult,23,14734,0,14734,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5785,Adult,55,144726,0,269466,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5786,Adult,25,92044,0,133355,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5787,Adult,59,64266,0,127869,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
5788,Teen,16,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5789,Adult,27,64266,0,64266,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
5790,Adult,29,110601,0,235341,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5791,Child,3,0,64718,64718,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5792,Child,4,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5793,Child,5,0,148817,148817,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5794,Adult,42,124740,0,124740,1,High,Manager,Single,Accidental Coverage,Premier,15431,470322
5795,Adult,50,44710,0,44710,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5796,Adult,55,92044,0,92044,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
5797,Young Adult,22,103981,0,156181,2,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5798,Adult,37,110353,0,110353,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
5799,Adult,60,42112,0,42112,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
5800,Adult,54,94877,0,94877,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
5801,Adult,57,110601,0,202645,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5802,Adult,34,52200,0,93511,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
5803,Adult,38,50305,0,50305,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
5804,Adult,55,40968,0,40968,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
5805,Adult,51,92044,0,92044,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
5806,Adult,59,92044,0,208911,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
5807,Adult,63,94515,0,94515,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
5808,Teen,16,0,116867,116867,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5809,Adult,62,139854,0,189057,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5810,Teen,18,0,55459,55459,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5811,Adult,45,92044,0,202397,2,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
5812,Adult,27,36771,0,36771,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
5813,Teen,19,0,94515,94515,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5814,Adult,50,107277,0,196579,1,High,Entrepreneur,Married,Individual Health Insurance,Premier,18299,669409
5815,Adult,31,94515,0,204868,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
5816,Adult,65,127037,0,274106,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5817,Adult,32,49203,0,176240,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
5818,Child,11,0,107665,107665,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5819,Teen,18,0,124740,124740,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5820,Adult,63,127037,0,164266,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5821,Adult,41,50305,0,87534,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5822,Child,10,0,149521,149521,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5823,Adult,61,50305,0,144820,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
5824,Teen,13,0,107277,107277,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5825,Adult,48,110353,0,217630,1,High,Executive,Married,Accidental Coverage,Premier,15431,470322
5826,Teen,17,0,116867,116867,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5827,Teen,15,0,44710,44710,6,Low,Dependent,Single,Accidental Coverage,Basic,8791,470322
5828,Adult,35,44710,0,44710,1,Low,Factory Worker,Single,Accidental Coverage,Basic,8791,470322
5829,Teen,15,0,41311,41311,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5830,Teen,17,0,94515,94515,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5831,Adult,56,116867,0,154096,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5832,Adult,34,64266,0,105577,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5833,Adult,41,94515,0,135483,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
5834,Adult,54,50305,0,50305,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
5835,Young Adult,20,36771,0,36771,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5836,Adult,52,110353,0,110353,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
5837,Teen,16,0,116867,116867,6,High,Dependent,Single,Accidental Coverage,Premier,15431,470322
5838,Adult,53,89302,0,130613,1,Medium,Clerical,Married,Accidental Coverage,Lite,14445,470322
5839,Adult,53,116867,0,243904,2,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
5840,Adult,38,41311,0,41311,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
5841,Adult,55,63603,0,112584,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
5842,Adult,61,42112,0,91093,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
5843,Adult,65,44710,0,44710,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
5844,Teen,14,0,110353,110353,7,High,Dependent,Single,Individual Health Insurance,Premier,18299,669409
5845,Adult,29,144726,0,144726,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
5846,Young Adult,22,64266,0,152327,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5847,Adult,58,103981,0,251050,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
5848,Teen,17,0,103981,103981,5,High,Dependent,Single,Covid Coverage,Premier,8978,541031
5849,Adult,27,144726,0,196926,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
5850,Adult,49,110601,0,199903,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
5851,Adult,40,41311,0,41311,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5852,Adult,57,144726,0,255079,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
5853,Adult,62,36771,0,36771,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
5854,Adult,34,64266,0,64266,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
5855,Adult,49,48981,0,48981,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
5856,Teen,19,0,52200,52200,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5857,Adult,26,144726,0,208992,1,High,Entrepreneur,Married,Accidental Coverage,Premier,15431,470322
5858,Child,2,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5859,Teen,13,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5860,Teen,16,0,107277,107277,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5861,Child,9,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5862,Adult,33,94877,0,94877,1,Medium,Technician,Single,Accidental Coverage,Lite,14445,470322
5863,Young Adult,19,124740,0,124740,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
5864,Adult,57,64266,0,64266,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
5865,Teen,17,0,89302,89302,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5866,Teen,19,0,63603,63603,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5867,Young Adult,22,139854,0,139854,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
5868,Child,9,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5869,Adult,35,144726,0,195031,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5870,Child,8,0,48211,48211,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5871,Adult,59,14734,0,118715,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
5872,Young Adult,22,63603,0,63603,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
5873,Child,10,0,40931,40931,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5874,Child,4,0,70005,70005,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5875,Adult,61,63603,0,63603,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
5876,Adult,45,64266,0,64266,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
5877,Adult,61,40968,0,40968,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
5878,Teen,13,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5879,Adult,37,144726,0,186838,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
5880,Adult,45,147069,0,147069,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
5881,Teen,19,0,139854,139854,7,High,Dependent,Single,Individual Health Insurance,Premier,18299,669409
5882,Teen,18,0,55459,55459,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5883,Adult,23,92044,0,184088,3,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
5884,Child,11,0,40931,40931,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5885,Teen,15,0,127037,127037,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5886,Adult,35,147069,0,147069,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
5887,Child,5,0,37748,37748,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5888,Adult,24,116867,0,233734,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5889,Teen,18,0,64266,64266,6,Medium,Dependent,Single,Individual Health Insurance,Lite,13437,669409
5890,Adult,51,147069,0,271809,4,High,Manager,Married,Family Health Insurance,Premier,25574,499383
5891,Child,8,0,95438,95438,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5892,Young Adult,21,92044,0,128815,4,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
5893,Teen,16,0,127037,127037,7,High,Dependent,Single,Protability Insurance,Premier,18613,326569
5894,Adult,64,110601,0,147830,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5895,Child,3,0,105712,105712,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5896,Adult,59,116867,0,181133,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5897,Adult,60,88061,0,88061,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
5898,Adult,29,144726,0,195031,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
5899,Teen,13,0,64266,64266,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5900,Adult,37,107277,0,196579,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
5901,Adult,29,116867,0,181133,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
5902,Adult,62,55459,0,144761,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
5903,Adult,30,94877,0,186921,1,Medium,Clerical,Married,Accidental Coverage,Lite,14445,470322
5904,Adult,28,41311,0,90292,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
5905,Teen,16,0,50305,50305,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5906,Adult,51,55459,0,143520,3,Medium,Factory Worker,Married,Family Health Insurance,Lite,17575,499383
5907,Child,3,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5908,Adult,24,124740,0,269466,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5909,Adult,40,147069,0,147069,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
5910,Young Adult,21,52200,0,115803,4,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
5911,Child,2,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5912,Adult,55,63603,0,127869,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
5913,Adult,32,22417,0,22417,1,Low,Service Worker,Single,Accidental Coverage,Basic,8791,470322
5914,Young Adult,21,94877,0,202154,4,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
5915,Adult,27,55459,0,55459,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
5916,Adult,27,44710,0,136754,1,Low,Service Worker,Married,Individual Health Insurance,Basic,4712,669409
5917,Adult,28,64266,0,106378,1,Medium,Technician,Married,Individual Health Insurance,Lite,13437,669409
5918,Adult,62,94515,0,158781,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
5919,Teen,16,0,52200,52200,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5920,Adult,50,139854,0,139854,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
5921,Adult,63,127037,0,127037,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
5922,Child,7,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5923,Adult,41,124740,0,175045,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5924,Adult,36,89302,0,199903,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5925,Adult,25,36771,0,36771,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
5926,Adult,24,92044,0,92044,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
5927,Adult,34,94877,0,219617,1,Medium,White-collar,Married,Accidental Coverage,Lite,14445,470322
5928,Adult,50,94877,0,150336,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
5929,Adult,27,127037,0,176018,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
5930,Adult,46,127037,0,127037,1,High,Entrepreneur,Single,Accidental Coverage,Premier,15431,470322
5931,Adult,42,127037,0,219081,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5932,Adult,27,127037,0,219081,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5933,Child,8,0,148817,148817,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5934,Child,4,0,83435,83435,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
5935,Adult,25,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
5936,Teen,17,0,92044,92044,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5937,Teen,15,0,103981,103981,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5938,Adult,65,103981,0,243835,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
5939,Adult,63,110601,0,110601,1,High,Executive,Single,Parents Health Insurance,Premier,18790,573070
5940,Child,7,0,135386,135386,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5941,Teen,17,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5942,Adult,46,116867,0,154096,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5943,Adult,65,110353,0,152465,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
5944,Young Adult,22,110601,0,202645,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
5945,Adult,30,110601,0,125335,1,High,Manager,Married,Individual Health Insurance,Premier,18299,669409
5946,Adult,25,44710,0,44710,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
5947,Adult,23,127037,0,271763,2,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
5948,Adult,35,116867,0,157835,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
5949,Young Adult,21,50305,0,113908,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5950,Adult,37,144726,0,261593,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5951,Adult,32,94877,0,109794,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
5952,Adult,34,144726,0,232787,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
5953,Child,11,0,105712,105712,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5954,Adult,26,50305,0,195031,4,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5955,Adult,60,94515,0,143496,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
5956,Young Adult,19,89302,0,153568,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5957,Adult,53,88061,0,182576,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
5958,Teen,15,0,40968,40968,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5959,Adult,37,48981,0,85752,1,Low,Blue-collar,Married,Protability Insurance,Basic,6790,326569
5960,Child,11,0,135386,135386,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5961,Child,11,0,148817,148817,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5962,Adult,24,107277,0,107277,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
5963,Adult,27,94515,0,189392,1,Medium,Sales Associate,Married,Accidental Coverage,Lite,14445,470322
5964,Young Adult,22,147069,0,211335,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5965,Adult,28,94877,0,234731,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5966,Young Adult,20,107277,0,151987,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5967,Adult,49,89302,0,130613,1,Medium,Clerical,Married,Accidental Coverage,Lite,14445,470322
5968,Young Adult,21,92044,0,92044,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
5969,Adult,60,94515,0,94515,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
5970,Teen,17,0,52200,52200,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5971,Young Adult,19,107277,0,107277,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
5972,Adult,57,36771,0,181497,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
5973,Adult,54,147069,0,147069,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
5974,Adult,28,110353,0,220954,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
5975,Adult,27,94877,0,147077,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
5976,Adult,44,92044,0,208911,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
5977,Adult,28,124740,0,175045,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5978,Adult,49,139854,0,177083,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5979,Adult,52,88061,0,192042,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
5980,Teen,15,0,139854,139854,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
5981,Teen,18,0,116867,116867,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5982,Teen,16,0,94515,94515,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
5983,Adult,56,44710,0,191779,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
5984,Teen,14,0,55459,55459,7,Medium,Dependent,Single,Covid Coverage,Lite,5292,541031
5985,Adult,61,14917,0,14917,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
5986,Adult,24,139854,0,181966,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
5987,Adult,54,124740,0,161969,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
5988,Adult,65,110601,0,147372,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5989,Adult,40,55459,0,55459,1,Medium,Sales Associate,Single,Protability Insurance,Lite,10315,326569
5990,Adult,26,42112,0,78883,1,Low,Service Worker,Married,Individual Health Insurance,Basic,4712,669409
5991,Adult,65,92044,0,219081,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
5992,Adult,56,110353,0,173956,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
5993,Adult,48,49203,0,49203,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
5994,Adult,28,92044,0,202645,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
5995,Adult,29,55459,0,96770,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
5996,Child,2,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
5997,Adult,59,92044,0,92044,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
5998,Child,10,0,141451,141451,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
5999,Adult,50,40968,0,85678,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
6000,Adult,48,49203,0,99508,1,Low,Factory Worker,Married,Protability Insurance,Basic,6790,326569
6001,Adult,53,17314,0,54085,1,Low,Factory Worker,Married,Protability Insurance,Basic,6790,326569
6002,Adult,44,110601,0,257670,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
6003,Adult,48,116867,0,243904,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6004,Adult,36,40968,0,78197,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
6005,Adult,60,64266,0,181133,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
6006,Child,6,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6007,Adult,40,17314,0,124591,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
6008,Adult,53,55459,0,70376,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
6009,Adult,23,17314,0,106616,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
6010,Adult,34,94515,0,94515,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
6011,Adult,39,55459,0,55459,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
